FECHA;GERENCIA;NOMBREGERENCIA;CS;CENTRO;TOTALENFERMEDAD;TSI;TASAx100;x_geo;y_geo;zbs_geo;TOTALENFERMEDAD_7DIAS;TASAx100_7DIAS;TOTALENFERMEDAD_14DIAS;TASAx100_14DIAS;PROVINCIA;TIPO_CENTRO;PCR_REALIZADOS;TASAx100_PCR_REALIZADOS;PCR_POSITIVOS;TASAx10000_PCR_POSITIVOS;PCR_POSITIVOS_SINTOMAS;TASAx10000_PCR_POSITIVOS_SINTOMAS;PCR_POSITIVOS_SINTOMAS_7DIAS;TASAPCR_POSITIVOS_SINTOMASx10000_7DIAS;PCR_POSITIVOS_SINTOMAS_14DIAS;TASAPCR_POSITIVOS_SINTOMASx10000_14DIAS;SOSPECHA_TRANSMISION_COMUNITARIA;Posición;MUNICIPIO
2020-03-24;1706;Gerencia de Salamanca;170601;C.S. ALBA DE TORMES;17;12315;0.138043037;-5.5135134;40.7460397;ALBA DE TORMES;92;0.747056435;102;0.828258222;Salamanca;Rural;3;0.024360536;2;1.624035729;2;1.624035729;25;20.30044661;25;20.30044661;;40.7460397,-5.5135134;ALDEASECA DE ALBA/ARMENTEROS/BELEÑA/CHAGARCIA MEDIANERO/COCA DE ALBA/GAJATES/GALISANCHO/LARRODRIGO/NAVALES/PEDROSILLO DE ALBA/PEDROSILLO DE LOS AIRES/PELAYOS/VALDEMIERQUE/ANAYA DE ALBA/BUENAVISTA/EJEME/HORCAJO MEDIANERO/MAYA (LA)/PEDRAZA DE ALBA/SIETEIGLESIAS DE TORMES/TERRADILLOS/ALBA DE TORMES/ENCINAS DE ARRIBA/FRESNO ALHANDIGA/GALINDUSTE/GARCIHERNANDEZ/MARTINAMOR/PEÑARANDILLA/VALDECARROS
2020-03-24;1706;Gerencia de Salamanca;170616;C.S. LEDESMA;0;2555;0.0;-6.0954699;41.0899495;LEDESMA;5;0.195694716;7;0.273972603;Salamanca;Rural;0;0.0;0;0.0;0;0.0;1;3.913894325;2;7.82778865;;41.0899495,-6.0954699;DOÑINOS DE LEDESMA/ENCINA DE SAN SILVESTRE/GEJUELO DEL BARRO/LEDESMA/MANZANO (EL)/SANDO/SANTA MARIA DE SANDO/SARDON DE LOS FRAILES/VILLARMAYOR/MONLERAS/VILLASDARDO/VILLASECO DE LOS GAMITOS/VILLASECO DE LOS REYES/MATA DE LEDESMA (LA)
2020-03-24;1706;Gerencia de Salamanca;170618;C.S. LUMBRALES;0;3294;0.0;-6.6910851;40.9107995;LUMBRALES;3;0.091074681;5;0.151791135;Salamanca;Rural;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;;40.9107995,-6.6910851;BAÑOBAREZ/BERMELLAR/OLMEDO DE CAMACES/AHIGAL DE LOS ACEITEROS/CERRALBO/LUMBRALES/REDONDA (LA)/SAN FELICES DE LOS GALLEGOS/SOBRADILLO/FREGENEDA (LA)/FUENTELIANTE/HINOJOSA DE DUERO
2020-03-24;1706;Gerencia de Salamanca;170619;C.S. MATILLA CAÑOS;1;1823;0.054854635;-5.9732262;40.8405196;MATILLA CAÑOS;5;0.274273176;7;0.383982447;Salamanca;Rural;0;0.0;0;0.0;0;0.0;1;5.485463522;1;5.485463522;;40.8405196,-5.9732262;ROBLIZA DE COJOS/SANCHON DE LA SAGRADA/ALDEHUELA DE LA BOVEDA/CALZADA DE DON DIEGO/CANILLAS DE ABAJO/MATILLA DE LOS CAÑOS DEL RIO/VILLALBA DE LOS LLANOS/CARRASCAL DEL OBISPO/TABERA DE ABAJO/VECINOS/VEGUILLAS (LAS)
2020-03-24;1706;Gerencia de Salamanca;170620;C.S. MIRANDA DEL CASTAÑAR;3;1694;0.177095632;-6.0341157;40.4383859;MIRANDA DEL CASTAÑAR;5;0.295159386;5;0.295159386;Salamanca;Rural;0;0.0;0;0.0;0;0.0;2;11.80637544;2;11.80637544;;40.4383859,-6.0341157;CEPEDA/HERGUIJUELA DE LA SIERRA/MADROÑAL/MIRANDA DEL CASTAÑAR/VILLANUEVA DEL CONDE/SOTOSERRANO/GARCIBUEY/SEQUEROS
2020-03-24;1706;Gerencia de Salamanca;170621;C.S. PEDROSILLO EL RALO;2;2641;0.075728891;-5.4871391;41.1200652;PEDROSILLO EL RALO;13;0.492237789;15;0.567966679;Salamanca;Rural;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;;41.1200652,-5.4871391;CABEZABELLOSA DE LA CALZADA/PARADA DE RUBIALES/PITIEGUA/TARDAGUILA/VALLESA DE LA GUAREÑA/VELLES (LA)/VILLAVERDE DE GUAREÑA/ARCEDIANO/CAÑIZAL/ESPINO DE LA ORBADA/ORBADA (LA)/PEDROSILLO EL RALO/ALDEANUEVA DE FIGUEROA/GOMECELLO/NEGRILLA DE PALENCIA/PAJARES DE LA LAGUNA/PALENCIA DE NEGRILLA
2020-03-24;1706;Gerencia de Salamanca;170624;C.S. PEÑARANDA;6;10063;0.059624366;-5.2549602;40.8839787;PEÑARANDA;29;0.288184438;45;0.447182749;Salamanca;Rural;2;0.019874789;1;0.993739442;1;0.993739442;2;1.987478883;3;2.981218325;;40.8839787,-5.2549602;ALARAZ/CANTARACILLO/MALPARTIDA/SALMORAL/SANTIAGO DE LA PUEBLA/CAMPO DE PEÑARANDA (EL)/VENTOSA DEL RIO ALMAR/VILLAR DE GALLIMAZO/ALCONADA/ALDEASECA DE LA FRONTERA/BOVEDA DEL RIO ALMAR/MACOTERA/MANCERA DE ABAJO/NAVA DE SOTROBAL/PARADINAS DE SAN JUAN/PEÑARANDA DE BRACAMONTE/RAGAMA/TORDILLOS
2020-03-24;1706;Gerencia de Salamanca;170630;C.S. TAMAMES;1;2189;0.04568296;-6.1158181;40.6516889;TAMAMES;2;0.091365921;8;0.365463682;Salamanca;Rural;0;0.0;0;0.0;0;0.0;2;9.136592051;3;13.70488808;;40.6516889,-6.1158181;ALBA DE YELTES/ALDEANUEVA DE LA SIERRA/BERROCAL DE HUEBRA/CERECEDA DE LA SIERRA/CILLEROS DE LA BASTIDA/MORASVERDES/ABUSEJO/BARBALOS/DIOS LE GUARDE/NAVARREDONDA DE LA RINCONADA/TEJEDA Y SEGOYUELA/ALDEHUELA DE YELTES/BASTIDA (LA)/NARROS DE MATALAYEGUA/PUEBLA DE YELTES/RINCONADA DE LA SIERRA (LA)/SEPULCRO-HILARIO/TAMAMES
2020-03-24;1706;Gerencia de Salamanca;170637;C.S. CAPUCHINOS;17;9829;0.172957575;-5.67021;40.9834149;CAPUCHINOS;75;0.763048123;113;1.149659172;Salamanca;Urbano;6;0.06104385;4;4.069589989;3;3.052192492;11;11.19137247;11;11.19137247;;40.9834149,-5.67021;SALAMANCA
2020-03-25;1706;Gerencia de Salamanca;170602;C.S. ALDEADAVILA RIBERA;1;2568;0.03894081;-6.6595106;41.1113017;ALDEADAVILA RIBERA;6;0.23364486;9;0.35046729;Salamanca;Rural;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;;41.1113017,-6.6595106;CEREZAL DE PEÑAHORCADA/MIEZA/VILLASBUENAS/ALDEADAVILA DE LA RIBERA/BARRUECOPARDO/MASUECO/SALDEANA/SAUCELLE/MILANO (EL)/VILVESTRE/ZARZA DE PUMAREDA (LA)
2020-03-25;1706;Gerencia de Salamanca;170603;C.S. BEJAR;10;16077;0.062200659;-5.8578389;40.3892584;BEJAR;71;0.441624681;92;0.572246066;Salamanca;Rural;2;0.012440132;0;0.0;0;0.0;2;1.244013187;4;2.488026373;;40.3892584,-5.8578389;CALZADA DE BEJAR (LA)/COLMENAR DE MONTEMAYOR/HORCAJO DE MONTEMAYOR/LAGUNILLA/MONTEMAYOR DEL RIO/PEÑACABALLERA/SANCHOTELLO/SANTIBAÑEZ DE LA SIERRA/VALDEHIJADEROS/VALDELAGEVE/ALDEACIPRESTE/BEJAR/CANDELARIO/CERRO (EL)/HOYA (LA)/MOLINILLO/NAVACARROS/NAVALMORAL DE BEJAR/CANTAGALLO/CRISTOBAL/PINEDAS/PUERTO DE BEJAR/VALDEFUENTES DE SANGUSIN/VALLEJERA DE RIOFRIO
2020-03-25;1706;Gerencia de Salamanca;170607;C.S. MIGUEL ARMIJO;33;20551;0.160576128;-5.6938414;40.9687413;MIGUEL ARMIJO;214;1.041311858;296;1.440319206;Salamanca;Urbano;6;0.02919566;4;1.946377305;4;1.946377305;24;11.67826383;28;13.62464114;;40.9687413,-5.6938414;SALAMANCA
2020-03-25;1706;Gerencia de Salamanca;170608;C.S. FUENTE DE SAN ESTEBAN;2;3221;0.062092518;-6.2514024;40.8046117;FUENTE DE SAN ESTEBAN;10;0.310462589;12;0.372555107;Salamanca;Rural;0;0.0;0;0.0;0;0.0;3;9.313877678;3;9.313877678;;40.8046117,-6.2514024;BOADA/CABRILLAS/CASTRAZ/SAGRADA (LA)/FUENTE DE SAN ESTEBAN (LA)/PELARRODRIGUEZ/SAN MUÑOZ/BUENAMADRE/CUBO DE DON SANCHO (EL)/MARTIN DE YELTES
2020-03-25;1706;Gerencia de Salamanca;170611;C.S. GARRIDO NORTE;36;18811;0.191377386;-5.6512485;40.9831349;GARRIDO NORTE;188;0.999415236;274;1.456594546;Salamanca;Urbano;4;0.021264154;2;1.063207698;2;1.063207698;14;7.442453883;17;9.03726543;;40.9831349,-5.6512485;SALAMANCA
2020-03-25;1706;Gerencia de Salamanca;170613;C.S. GUIJUELO;8;9597;0.083359383;-5.6473268;40.5420836;GUIJUELO;32;0.333437533;50;0.520996145;Salamanca;Rural;1;0.010419923;0;0.0;0;0.0;2;2.083984579;3;3.125976868;;40.5420836,-5.6473268;CABEZA DE BEJAR (LA)/FUENTERROBLE DE SALVATIERRA/GUIJO DE AVILA/PEROMINGO/PUEBLA DE SAN MEDEL/TALA (LA)/ALDEAVIEJA DE TORMES/CESPEDOSA DE TORMES/FRESNEDOSO/GALLEGOS DE SOLMIRON/GUIJUELO/NAVA DE BEJAR/NAVAMORALES/PIZARRAL/PUENTE DEL CONGOSTO/SANTOS (LOS)/BERROCAL DE SALVATIERRA/CALZADA DE DON DIEGO/CASAFRANCA/FUENTES DE BEJAR/LEDRADA/MONTEJO/SALVATIERRA DE TORMES/SANTIBAÑEZ DE BEJAR/SORIHUELA/VALDELACASA/VALVERDE DE VALDELACASA
2020-03-25;1706;Gerencia de Salamanca;170614;C.S. ALAMEDILLA;40;18490;0.216333153;-5.6525688;40.9621024;ALAMEDILLA;192;1.038399135;291;1.573823688;Salamanca;Urbano;4;0.021633315;3;1.622498648;3;1.622498648;15;8.11249324;19;10.27582477;;40.9621024,-5.6525688;SALAMANCA
2020-03-25;1706;Gerencia de Salamanca;170615;C.S. LA ALBERCA;2;1808;0.110619469;-6.1369235;40.5281138;LA ALBERCA;4;0.221238938;12;0.663716814;Salamanca;Rural;0;0.0;0;0.0;0;0.0;1;5.530973451;2;11.0619469;;40.5281138,-6.1369235;ALBERCA (LA)/MAILLO (EL)/NAVA DE FRANCIA/CABACO (EL)/MOGARRAZ/MONFORTE DE LA SIERRA/CASAS DEL CONDE (LAS)/SAN MARTIN DEL CASTAÑAR/SAN MIGUEL DEL ROBLEDO
2020-03-25;1706;Gerencia de Salamanca;170618;C.S. LUMBRALES;1;3294;0.030358227;-6.6910851;40.9107995;LUMBRALES;4;0.121432908;6;0.182149362;Salamanca;Rural;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;;40.9107995,-6.6910851;BAÑOBAREZ/BERMELLAR/OLMEDO DE CAMACES/AHIGAL DE LOS ACEITEROS/CERRALBO/LUMBRALES/REDONDA (LA)/SAN FELICES DE LOS GALLEGOS/SOBRADILLO/FREGENEDA (LA)/FUENTELIANTE/HINOJOSA DE DUERO
2020-03-25;1706;Gerencia de Salamanca;170626;C.S. ROBLEDA;0;1643;0.0;-6.576536;40.3713532;ROBLEDA;1;0.060864273;1;0.060864273;Salamanca;Rural;0;0.0;0;0.0;0;0.0;1;6.086427267;1;6.086427267;;40.3713532,-6.576536;HERGUIJUELA DE CIUDAD RODRIGO/MARTIAGO/ROBLEDA/SAHUGO (EL)/VILLASRUBIAS/PEÑAPARDA/AGALLAS/PAYO (EL)
2020-03-25;1706;Gerencia de Salamanca;170627;C.S. SAN JOSE;30;12332;0.243269543;-5.6718137;40.9403986;SAN JOSE;134;1.086603957;204;1.65423289;Salamanca;Urbano;4;0.032435939;3;2.432695427;3;2.432695427;13;10.54168018;17;13.78527408;;40.9403986,-5.6718137;SALAMANCA
2020-03-25;1706;Gerencia de Salamanca;170631;C.S. ELENA GINEL DIEZ;13;10466;0.124211733;-5.707699;40.9515169;ELENA GINEL DIEZ;102;0.974584368;154;1.471431301;Salamanca;Urbano;2;0.019109497;0;0.0;0;0.0;12;11.46569845;14;13.37664819;;40.9515169,-5.707699;SALAMANCA
2020-03-25;1706;Gerencia de Salamanca;170635;C.S. UNIVERSIDAD CENTRO;14;11492;0.121823877;-5.6668451;40.9635604;UNIVERSIDAD CENTRO;72;0.626522798;109;0.948485903;Salamanca;Urbano;4;0.034806822;4;3.480682214;4;3.480682214;12;10.44204664;13;11.31221719;;40.9635604,-5.6668451;SALAMANCA
2020-03-25;1706;Gerencia de Salamanca;170636;C.S. SAN JUAN;26;15412;0.168699715;-5.6596496;40.9722411;SAN JUAN;148;0.960290683;220;1.427459123;Salamanca;Urbano;4;0.025953802;2;1.297690112;2;1.297690112;16;10.38152089;22;14.27459123;;40.9722411,-5.6596496;SALAMANCA
2020-04-04;1706;Gerencia de Salamanca;170613;C.S. GUIJUELO;0;9597;0.0;-5.6473268;40.5420836;GUIJUELO;32;0.333437533;66;0.687714911;Salamanca;Rural;2;0.020839846;1;1.041992289;1;1.041992289;2;2.083984579;5;5.209961446;;40.5420836,-5.6473268;CABEZA DE BEJAR (LA)/FUENTERROBLE DE SALVATIERRA/GUIJO DE AVILA/PEROMINGO/PUEBLA DE SAN MEDEL/TALA (LA)/ALDEAVIEJA DE TORMES/CESPEDOSA DE TORMES/FRESNEDOSO/GALLEGOS DE SOLMIRON/GUIJUELO/NAVA DE BEJAR/NAVAMORALES/PIZARRAL/PUENTE DEL CONGOSTO/SANTOS (LOS)/BERROCAL DE SALVATIERRA/CALZADA DE DON DIEGO/CASAFRANCA/FUENTES DE BEJAR/LEDRADA/MONTEJO/SALVATIERRA DE TORMES/SANTIBAÑEZ DE BEJAR/SORIHUELA/VALDELACASA/VALVERDE DE VALDELACASA
2020-04-04;1706;Gerencia de Salamanca;170616;C.S. LEDESMA;0;2555;0.0;-6.0954699;41.0899495;LEDESMA;3;0.11741683;8;0.313111546;Salamanca;Rural;0;0.0;0;0.0;0;0.0;2;7.82778865;4;15.6555773;;41.0899495,-6.0954699;DOÑINOS DE LEDESMA/ENCINA DE SAN SILVESTRE/GEJUELO DEL BARRO/LEDESMA/MANZANO (EL)/SANDO/SANTA MARIA DE SANDO/SARDON DE LOS FRAILES/VILLARMAYOR/MONLERAS/VILLASDARDO/VILLASECO DE LOS GAMITOS/VILLASECO DE LOS REYES/MATA DE LEDESMA (LA)
2020-04-04;1706;Gerencia de Salamanca;170618;C.S. LUMBRALES;0;3294;0.0;-6.6910851;40.9107995;LUMBRALES;2;0.060716454;7;0.21250759;Salamanca;Rural;0;0.0;0;0.0;0;0.0;0;0.0;1;3.035822708;;40.9107995,-6.6910851;BAÑOBAREZ/BERMELLAR/OLMEDO DE CAMACES/AHIGAL DE LOS ACEITEROS/CERRALBO/LUMBRALES/REDONDA (LA)/SAN FELICES DE LOS GALLEGOS/SOBRADILLO/FREGENEDA (LA)/FUENTELIANTE/HINOJOSA DE DUERO
2020-04-04;1706;Gerencia de Salamanca;170635;C.S. UNIVERSIDAD CENTRO;3;11492;0.026105117;-5.6668451;40.9635604;UNIVERSIDAD CENTRO;48;0.417681866;142;1.235642186;Salamanca;Urbano;3;0.026105117;0;0.0;0;0.0;15;13.0525583;48;41.76818656;;40.9635604,-5.6668451;SALAMANCA
2020-04-06;1706;Gerencia de Salamanca;170605;C.S. CANTALAPIEDRA;1;1842;0.054288817;-5.21837;41.0921314;CANTALAPIEDRA;4;0.217155266;9;0.488599349;Salamanca;Rural;0;0.0;0;0.0;0;0.0;1;5.42888165;2;10.8577633;;41.0921314,-5.21837;PALACIOSRUBIOS/POVEDA DE LAS CINTAS/TARAZONA DE GUAREÑA/VILLAFLORES/ZORITA DE LA FRONTERA/CANTALAPIEDRA
2020-04-06;1706;Gerencia de Salamanca;170607;C.S. MIGUEL ARMIJO;18;20551;0.087586979;-5.6938414;40.9687413;MIGUEL ARMIJO;90;0.437934894;270;1.313804681;Salamanca;Urbano;8;0.038927546;2;0.973188653;2;0.973188653;32;15.57101844;91;44.28008369;;40.9687413,-5.6938414;SALAMANCA
2020-04-06;1706;Gerencia de Salamanca;170611;C.S. GARRIDO NORTE;25;18811;0.132900962;-5.6512485;40.9831349;GARRIDO NORTE;107;0.568816118;309;1.642655893;Salamanca;Urbano;11;0.058476423;0;0.0;0;0.0;37;19.66934241;79;41.99670406;;40.9831349,-5.6512485;SALAMANCA
2020-04-06;1706;Gerencia de Salamanca;170615;C.S. LA ALBERCA;0;1808;0.0;-6.1369235;40.5281138;LA ALBERCA;6;0.331858407;10;0.553097345;Salamanca;Rural;0;0.0;0;0.0;0;0.0;0;0.0;0;0.0;;40.5281138,-6.1369235;ALBERCA (LA)/MAILLO (EL)/NAVA DE FRANCIA/CABACO (EL)/MOGARRAZ/MONFORTE DE LA SIERRA/CASAS DEL CONDE (LAS)/SAN MARTIN DEL CASTAÑAR/SAN MIGUEL DEL ROBLEDO
2020-04-06;1706;Gerencia de Salamanca;170616;C.S. LEDESMA;0;2555;0.0;-6.0954699;41.0899495;LEDESMA;2;0.078277886;8;0.313111546;Salamanca;Rural;1;0.039138943;0;0.0;0;0.0;2;7.82778865;3;11.74168297;;41.0899495,-6.0954699;DOÑINOS DE LEDESMA/ENCINA DE SAN SILVESTRE/GEJUELO DEL BARRO/LEDESMA/MANZANO (EL)/SANDO/SANTA MARIA DE SANDO/SARDON DE LOS FRAILES/VILLARMAYOR/MONLERAS/VILLASDARDO/VILLASECO DE LOS GAMITOS/VILLASECO DE LOS REYES/MATA DE LEDESMA (LA)
2020-04-06;1706;Gerencia de Salamanca;170621;C.S. PEDROSILLO EL RALO;14;2641;0.530102234;-5.4871391;41.1200652;PEDROSILLO EL RALO;25;0.946611132;46;1.741764483;Salamanca;Rural;3;0.113593336;1;3.786444529;1;3.786444529;22;83.30177963;27;102.2340023;;41.1200652,-5.4871391;CABEZABELLOSA DE LA CALZADA/PARADA DE RUBIALES/PITIEGUA/TARDAGUILA/VALLESA DE LA GUAREÑA/VELLES (LA)/VILLAVERDE DE GUAREÑA/ARCEDIANO/CAÑIZAL/ESPINO DE LA ORBADA/ORBADA (LA)/PEDROSILLO EL RALO/ALDEANUEVA DE FIGUEROA/GOMECELLO/NEGRILLA DE PALENCIA/PAJARES DE LA LAGUNA/PALENCIA DE NEGRILLA
2020-04-06;1706;Gerencia de Salamanca;170625;C.S. PIZARRALES-VIDAL;13;14973;0.086822948;-5.6796761;40.9778179;PIZARRALES-VIDAL;86;0.574367194;220;1.469311427;Salamanca;Urbano;4;0.026714753;1;0.667868831;1;0.667868831;22;14.69311427;52;34.72917919;;40.9778179,-5.6796761;SALAMANCA
2020-04-06;1706;Gerencia de Salamanca;170637;C.S. CAPUCHINOS;8;9829;0.0813918;-5.67021;40.9834149;CAPUCHINOS;41;0.417132974;162;1.648183945;Salamanca;Urbano;5;0.050869875;1;1.017397497;1;1.017397497;18;18.31315495;57;57.99165734;;40.9834149,-5.67021;SALAMANCA
2020-03-07;1706;Gerencia de Salamanca;170601;C.S. ALBA DE TORMES;0;12315;0.0;-5.5135134;40.7460397;ALBA DE TORMES;;;;;Salamanca;Rural;0;0.0;0;0.0;0;0.0;;;;;;40.7460397,-5.5135134;ALDEASECA DE ALBA/ARMENTEROS/BELEÑA/CHAGARCIA MEDIANERO/COCA DE ALBA/GAJATES/GALISANCHO/LARRODRIGO/NAVALES/PEDROSILLO DE ALBA/PEDROSILLO DE LOS AIRES/PELAYOS/VALDEMIERQUE/ANAYA DE ALBA/BUENAVISTA/EJEME/HORCAJO MEDIANERO/MAYA (LA)/PEDRAZA DE ALBA/SIETEIGLESIAS DE TORMES/TERRADILLOS/ALBA DE TORMES/ENCINAS DE ARRIBA/FRESNO ALHANDIGA/GALINDUSTE/GARCIHERNANDEZ/MARTINAMOR/PEÑARANDILLA/VALDECARROS
2020-03-07;1706;Gerencia de Salamanca;170603;C.S. BEJAR;0;16077;0.0;-5.8578389;40.3892584;BEJAR;;;;;Salamanca;Rural;0;0.0;0;0.0;0;0.0;;;;;;40.3892584,-5.8578389;CALZADA DE BEJAR (LA)/COLMENAR DE MONTEMAYOR/HORCAJO DE MONTEMAYOR/LAGUNILLA/MONTEMAYOR DEL RIO/PEÑACABALLERA/SANCHOTELLO/SANTIBAÑEZ DE LA SIERRA/VALDEHIJADEROS/VALDELAGEVE/ALDEACIPRESTE/BEJAR/CANDELARIO/CERRO (EL)/HOYA (LA)/MOLINILLO/NAVACARROS/NAVALMORAL DE BEJAR/CANTAGALLO/CRISTOBAL/PINEDAS/PUERTO DE BEJAR/VALDEFUENTES DE SANGUSIN/VALLEJERA DE RIOFRIO
2020-03-07;1706;Gerencia de Salamanca;170605;C.S. CANTALAPIEDRA;0;1842;0.0;-5.21837;41.0921314;CANTALAPIEDRA;;;;;Salamanca;Rural;0;0.0;0;0.0;0;0.0;;;;;;41.0921314,-5.21837;PALACIOSRUBIOS/POVEDA DE LAS CINTAS/TARAZONA DE GUAREÑA/VILLAFLORES/ZORITA DE LA FRONTERA/CANTALAPIEDRA
2020-03-07;1706;Gerencia de Salamanca;170617;C.S. LINARES DE RIOFRIO;0;2117;0.0;-5.8782411;40.6057622;LINARES DE RIOFRIO;;;;;Salamanca;Rural;0;0.0;0;0.0;0;0.0;;;;;;40.6057622,-5.8782411;HERGUIJUELA DEL CAMPO/MEMBRIBE DE LA SIERRA/SAN ESTEBAN DE LA SIERRA/SAN MIGUEL DE VALERO/SIERPE (LA)/TORNADIZO (EL)/ENDRINAL/ESCURIAL DE LA SIERRA/FRADES DE LA SIERRA/LINARES DE RIOFRIO/MONLEON/BARBALOS/SANTIBAÑEZ DE LA SIERRA/VALERO
2020-03-07;1706;Gerencia de Salamanca;170620;C.S. MIRANDA DEL CASTAÑAR;0;1694;0.0;-6.0341157;40.4383859;MIRANDA DEL CASTAÑAR;;;;;Salamanca;Rural;0;0.0;0;0.0;0;0.0;;;;;;40.4383859,-6.0341157;CEPEDA/HERGUIJUELA DE LA SIERRA/MADROÑAL/MIRANDA DEL CASTAÑAR/VILLANUEVA DEL CONDE/SOTOSERRANO/GARCIBUEY/SEQUEROS
2020-03-07;1706;Gerencia de Salamanca;170622;C.S. PERIURBANA NORTE;0;19188;0.0;-5.6415859;41.0249771;PERIURBANA NORTE;;;;;Salamanca;Rural;0;0.0;0;0.0;0;0.0;;;;;;41.0249771,-5.6415859;ALDEALENGUA/ALDEARRUBIA/ALMENARA DE TORMES/CASTELLANOS DE MORISCOS/CASTELLANOS DE VILLIQUERA/MONTERRUBIO DE ARMUÑA/MORISCOS/SAN MORALES/VALVERDON/VILLARES DE LA REINA/JUZBADO/SAN CRISTOBAL DE LA CUESTA/CABRERIZOS/VILLAMAYOR
2020-03-07;1706;Gerencia de Salamanca;170626;C.S. ROBLEDA;0;1643;0.0;-6.576536;40.3713532;ROBLEDA;;;;;Salamanca;Rural;0;0.0;0;0.0;0;0.0;;;;;;40.3713532,-6.576536;HERGUIJUELA DE CIUDAD RODRIGO/MARTIAGO/ROBLEDA/SAHUGO (EL)/VILLASRUBIAS/PEÑAPARDA/AGALLAS/PAYO (EL)
2020-03-07;1706;Gerencia de Salamanca;170629;C.S. F.VILLALOBOS;0;8319;0.0;-5.660618;40.9597778;F.VILLALOBOS;;;;;Salamanca;Urbano;0;0.0;0;0.0;0;0.0;;;;;;40.9597778,-5.660618;SALAMANCA
2020-03-04;1706;Gerencia de Salamanca;170607;C.S. MIGUEL ARMIJO;0;20551;0.0;-5.6938414;40.9687413;MIGUEL ARMIJO;;;;;Salamanca;Urbano;0;0.0;0;0.0;0;0.0;;;;;;40.9687413,-5.6938414;SALAMANCA
2020-03-04;1706;Gerencia de Salamanca;170608;C.S. FUENTE DE SAN ESTEBAN;0;3221;0.0;-6.2514024;40.8046117;FUENTE DE SAN ESTEBAN;;;;;Salamanca;Rural;0;0.0;0;0.0;0;0.0;;;;;;40.8046117,-6.2514024;BOADA/CABRILLAS/CASTRAZ/SAGRADA (LA)/FUENTE DE SAN ESTEBAN (LA)/PELARRODRIGUEZ/SAN MUÑOZ/BUENAMADRE/CUBO DE DON SANCHO (EL)/MARTIN DE YELTES
2020-03-04;1706;Gerencia de Salamanca;170612;C.S. GARRIDO SUR;0;25832;0.0;-5.6376245;40.9715334;GARRIDO SUR;;;;;Salamanca;Urbano;0;0.0;0;0.0;0;0.0;;;;;;40.9715334,-5.6376245;SALAMANCA
2020-03-04;1706;Gerencia de Salamanca;170621;C.S. PEDROSILLO EL RALO;0;2641;0.0;-5.4871391;41.1200652;PEDROSILLO EL RALO;;;;;Salamanca;Rural;0;0.0;0;0.0;0;0.0;;;;;;41.1200652,-5.4871391;CABEZABELLOSA DE LA CALZADA/PARADA DE RUBIALES/PITIEGUA/TARDAGUILA/VALLESA DE LA GUAREÑA/VELLES (LA)/VILLAVERDE DE GUAREÑA/ARCEDIANO/CAÑIZAL/ESPINO DE LA ORBADA/ORBADA (LA)/PEDROSILLO EL RALO/ALDEANUEVA DE FIGUEROA/GOMECELLO/NEGRILLA DE PALENCIA/PAJARES DE LA LAGUNA/PALENCIA DE NEGRILLA
2020-03-04;1706;Gerencia de Salamanca;170634;C.S. VITIGUDINO;0;6097;0.0;-6.397953;41.061593;VITIGUDINO;;;;;Salamanca;Rural;0;0.0;0;0.0;0;0.0;;;;;;41.061593,-6.397953;ALMENDRA/BOGAJO/BRINCONES/CABEZA DEL CABALLO/ENCINASOLA DE LOS COMENDADORES/ESPADAÑA/PERALEJOS DE ARRIBA/POZOS DE HINOJO/SANCHON DE LA RIBERA/TRABANCA/VALDERRODRIGO/VALSALABROSO/VIDOLA (LA)/VILLAR DE PERALONSO/VILLARMUERTO/VILLAVIEJA DE YELTES/GUADRAMIRO/IRUELOS/MORONTA/PEREÑA DE LA RIBERA/VITIGUDINO/AHIGAL DE VILLARINO/BARCEO/CIPEREZ/PEÑA (LA)/PERALEJOS DE ABAJO/PUERTAS/VILLAR DE SAMANIEGO/VILLARES DE YELTES/VILLARINO DE LOS AIRES/YECLA DE YELTES
2020-03-04;1706;Gerencia de Salamanca;170635;C.S. UNIVERSIDAD CENTRO;0;11492;0.0;-5.6668451;40.9635604;UNIVERSIDAD CENTRO;;;;;Salamanca;Urbano;0;0.0;0;0.0;0;0.0;;;;;;40.9635604,-5.6668451;SALAMANCA
2020-03-04;1706;Gerencia de Salamanca;170636;C.S. SAN JUAN;0;15412;0.0;-5.6596496;40.9722411;SAN JUAN;;;;;Salamanca;Urbano;0;0.0;0;0.0;0;0.0;;;;;;40.9722411,-5.6596496;SALAMANCA
2020-03-04;1706;Gerencia de Salamanca;170637;C.S. CAPUCHINOS;0;9829;0.0;-5.67021;40.9834149;CAPUCHINOS;;;;;Salamanca;Urbano;0;0.0;0;0.0;0;0.0;;;;;;40.9834149,-5.67021;SALAMANCA
